name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Cyber Acoustics AC-8001,,Circumaural,"20,20",true,false,Closed,Black / Silver
Thermaltake SHOCK 3D 7.1,,Circumaural,"20,20",true,false,Closed,Black / Red
A4Tech G500,,Circumaural,"20,20",true,false,Closed,Black / Red
Plantronics RIG 500E,,Circumaural,"20,20",true,false,Closed,Black / Blue
Koss UR55,,Circumaural,"18,22",false,false,Open,Brown / Black
Plantronics BackBeat PRO,,Circumaural,,true,true,Closed,Black
Sennheiser HD 559,,Circumaural,"14,26",false,false,Open,Black
Audio-Technica ATH-E70,390.07,In Ear,"20,19",false,false,Closed,Black / Red
Marshall Major II (Black),,Supra-aural,,true,false,Closed,Black
Astro A50 + Base Station PS4,,Circumaural,"20,20",true,true,Closed,Black / Green
1MORE Quad Driver,139.97,In Ear,"20,40",true,false,Closed,Black / Red
Corsair HS70,,Circumaural,,true,true,Closed,White / Black
Sennheiser HD 4.40BT,,Circumaural,"18,22",true,true,Closed,Black
Cooler Master MH752,,Circumaural,"20,20",true,false,Closed,Black / Silver
HP HyperX Cloud Alpha Cloud 9 Edition,,Circumaural,"13,27",true,false,Closed,Black / Blue
Audeze Mobius,,Circumaural,"10,50",true,true,Closed,Black
ADATA XPG EMIX H20,,Circumaural,"20,20",true,false,Closed,Black / Red
Asus TUF Gaming H5,,Circumaural,"20,20",true,false,Closed,Black / Gold
Cougar IMMERSA TI,,Circumaural,,true,false,Closed,Black / Orange
HP OMEN 800,159,Circumaural,"20,20",true,false,Open,Black / Red
Plantronics Blackwire 5220,,Supra-aural,"20,20",true,false,Closed,Red / Black
Microsoft Surface Headset,,Circumaural,"20,20",true,true,Closed,Gray
DROP Massdrop x HiFiMAN Edition XX,,Circumaural,"8,50",false,false,Open,Black / Silver
Skullcandy Hesh 3,,Circumaural,"20,20",true,true,Closed,Green / Black
Bose QuietComfort 35 Series II,,Circumaural,,true,true,Closed,Blue
Razer Opus,,Circumaural,"20,20",true,true,Closed,Blue
HiFiMAN HE560,,Circumaural,"15,50",false,false,Open,Black / Brown
HiFiMAN Edition S,,Circumaural,"15,22",true,false,Closed,White
Corsair HS35,,Circumaural,"20,20",true,false,Closed,Black / Green
Koss GMR-545-AIR USB,74.99,Circumaural,"15,22",true,false,Open,Black / Red
Asus TUF Gaming H3,,Circumaural,"20,20",true,false,Closed,Black / Blue
Asus TUF Gaming H7,,Circumaural,"20,20",true,false,Closed,Black / Gray
Asus TUF Gaming H7 Wireless,,Circumaural,"20,20",true,true,Closed,Black / Yellow
Koss Porta Pro Mic/Remote,55.99,Supra-aural,"15,25",true,false,Open,Black / Silver
Logitech ASTRO A30 LIGHTSPEED (Xbox/PC),,Circumaural,"20,20",true,true,Closed,Blue / Black
Logitech ASTRO A30 LIGHTSPEED (Playstation/PC),,Circumaural,"20,20",true,true,Closed,Blue / Black
EPOS H6PRO,,Circumaural,"20,20",true,false,Open,White / Silver
Samsung Buds2,126.99,In Ear,,true,true,Closed,Black
Asus ROG Cetra RGB,,In Ear,"20,40",true,false,Closed,Black
Corsair HS60 HAPTIC,132.99,Circumaural,"20,20",true,false,Closed,Black
Creative Labs Sound Blaster Blaze,,Circumaural,"20,20",true,false,Closed,Black / Red
Lenovo 4XD1K18260,32.22,Supra-aural,"20,20",true,false,Closed,Black
Audio-Technica ATH-PG1,153.69,Circumaural,"20,20",true,false,Closed,Black / Gold
Creative Labs Sensemore Air,29.99,In Ear,"20,20",true,true,Closed,Black / Blue
Thermaltake HT-DRS007OEWH,29.99,Circumaural,"10,22",false,false,Closed,Multicolor
Sennheiser CX301,24.99,In Ear,"19,21",false,false,Closed,Black / Silver
Logitech G230,129.97,Circumaural,"20,20",true,false,Closed,Black / Red
Yamaha RH1C,19.95,Supra-aural,"20,20",false,false,Open,Black
JVC HARX900,62.04,Circumaural,"7,26",false,false,Closed,Black
Shure SE315-K,199,In Ear,"22,18.5",false,false,Closed,Black
Koss QZ9922,,Circumaural,"40,20",false,false,Closed,Black / Silver
LyxPro HAS-30,59.99,Circumaural,"15,26",false,false,Closed,Black
LucidSound LS41,132.72,Circumaural,"20,20",true,true,Closed,Black
ROCCAT Renga Boost,54.99,Circumaural,"20,20",true,false,Semi-open,Black
AKG K361-BT,,Circumaural,"15,28",true,true,Closed,Black
Razer Kaira Pro for Xbox- Halo Infinite,135.99,Circumaural,"20,20",true,true,Closed,Green / Black
Adesso Xtream P600,64.08,Circumaural,"20,20",true,true,Closed,Black
Audio-Technica ATH-WS55BK,87.84,Circumaural,"10,24",false,false,Closed,Black
Skullcandy S2IKDY-003,19.98,In Ear,"5,22",true,false,Closed,Black
Sony DR-ZX701IP,,Circumaural,,false,false,Closed,Black
Harman Kardon J88IBLK,99,Circumaural,"8,24",true,false,Closed,Black / Silver
Creative Labs Hs-430,21.99,Supra-aural,"20,20",true,false,Closed,Black / Red
Cyber Acoustics AC-840,16.98,Supra-aural,"20,20",true,false,Closed,Black / Silver
Skullcandy S5AVDM-161,45,Supra-aural,,false,false,Closed,Black / Silver
Philips SHE3595PK/28,8.99,In Ear,,true,false,Closed,Pink / White
RCA HP5041,18.18,Supra-aural,"20,20",false,false,Semi-open,Red / White
Kensington 33084,52.99,Circumaural,,false,false,Closed,Black / Blue
Sennheiser PC 8,21.99,Supra-aural,,true,false,Closed,Black
Razer Kraken Forged,99.99,Circumaural,"20,20",true,false,Closed,Black / Silver
Logitech 981-000574,40.47,Supra-aural,,true,false,Closed,Black
HiFiMAN HE-400i,299.99,Circumaural,"20,35",false,false,Open,Black
Adesso Xtream G3,36.99,Circumaural,"15,20",true,false,Closed,Black / Blue
Koss SB42,39.99,Circumaural,"20,20",true,false,Closed,Black
Sennheiser GSP 370,116.02,Circumaural,"20,20",true,true,Closed,Black
Audeze Penrose PS,199,Circumaural,"10,50",true,true,Closed,Black / Blue
EPOS H3PRO Hybrid,,Circumaural,"20,20",true,true,Closed,White / Gray
Mad Catz F.R.E.Q. 2,33.46,Circumaural,"20,20",true,false,Closed,Black
Audio-Technica ATH-CK313MBPK,19.95,In Ear,"20,23",true,false,Closed,Pink / Black
Audio-Technica ATH-CK313MPK,18.95,In Ear,"20,23",true,false,Closed,Pink / Black
Audio-Technica ATR5200,,Supra-aural,"30,20",true,false,Open,Black
Denon AH-D 340,,Supra-aural,"7,37",false,false,Closed,Black / Silver
Denon AH-W150PK,,Earbud,"5,25",false,true,Closed,Pink
Sennheiser CX890I,,In Ear,"17,23",true,false,Closed,Black
Sennheiser HD 219s,99,Supra-aural,"19,21",true,false,Closed,Black
Sennheiser HD 518,,Circumaural,"14,26",false,false,Open,Black / Silver
Sennheiser HD700,,Circumaural,"8,44",false,false,Open,Black / Silver
Sennheiser Momentum Green,,Circumaural,"16,22",false,false,Closed,Black
Sennheiser MX 365 Brown,,Earbud,"20,20",false,false,Closed,Brown
Sennheiser PX360,179.99,Circumaural,"15,22",false,false,Closed,Black
Sennheiser U 320,,Circumaural,"70,15",true,false,Closed,Black / Blue
Skullcandy S2FFFM-034,,In Ear,"20,20",true,false,Closed,Black / Red
Skullcandy S2IKFY-074,,In Ear,"5,22",true,false,Closed,Black / White
Sony MDR-NC7/BLK,,Supra-aural,"30,20",false,false,Open,Black / Silver
Sony MDR-RF810RK,,Circumaural,"20,20",false,true,Closed,Black
Sony MDR-X05/BR,,Supra-aural,"4,24",false,false,Closed,Red / Black
Sony SY-MDR-DS6500,,Circumaural,"12,22",false,true,Closed,Black / Silver
Ziotek 190 0282,,Supra-aural,,false,false,Closed,Black
Ergoguys 2800-RD,29.78,Supra-aural,"20,20",false,false,Closed,Black / Red
Ergoguys 2810-PA,,Circumaural,"20,19",false,false,Closed,Multicolor
Harman Kardon J55IWOR,129.94,Supra-aural,"10,24",false,false,Closed,Orange / White
Harman Kardon J88IWOR,,Circumaural,"8,24",true,false,Closed,Orange / White
Astro A30,,Supra-aural,"15,28",true,false,Closed,Black / Red
Astro A40,,Circumaural,"15,28",true,false,Closed,Black
Asus Orion,79.99,Circumaural,"20,20",true,false,Closed,Black / Red
Corsair Vengeance 2000,,Circumaural,"20,20",true,true,Closed,Black / Blue
Creative Labs Sound Blaster Tactic 3D Alpha,,Circumaural,,true,false,Closed,Black
Creative Labs Tactic3D Wrath Wireless,,Circumaural,"20,20",true,true,Closed,Black / Red
Creative Labs Tactic3D Rage Wireless,,Circumaural,"20,20",true,true,Closed,Black / Red
Creative Labs Sound Blaster EVO,,Circumaural,,false,false,Closed,Black / Red
Razer BlackShark,,Circumaural,"20,20",true,false,Closed,Black / Green
Razer Kraken Pro,,Circumaural,"20,20",true,false,Closed,Black / Green
Sennheiser CC520 IP,149.99,Supra-aural,"150,6.8",false,false,Closed,Black / Silver
SteelSeries Siberia V2,,Circumaural,"18,28",true,false,Closed,Black
SteelSeries Siberia v2,,Circumaural,"18,28",true,false,Closed,Pink / Black
Thermaltake eSPORTS DRACCO Captain,,Circumaural,"10,22",true,false,Closed,Black / Red
Turtle Beach EarForce Z2,,Circumaural,,true,false,Closed,Black / White
Turtle Beach Ear Force DP11,219.95,Circumaural,"20,20",true,false,Closed,Black / Red
Beyerdynamic Custom One Pro,,Circumaural,"5,35",false,false,Closed,Black
Beyerdynamic DT 770 PRO HT,,Circumaural,"5,35",false,false,Closed,Black / Silver
AKG K550,,Circumaural,"12,28",false,false,Closed,Black
AKG Q701B,,Circumaural,"10,39.8",false,false,Open,Black / Green
Koss SB40,34,Circumaural,,true,false,Closed,Black
Koss KEB6K,13.29,In Ear,,false,false,Closed,Black / Silver
Koss KEB6W,14.3,In Ear,,false,false,Closed,White
Logitech UE 900,,In Ear,"20,20",false,false,Closed,Black / Blue
Sony MDRE9LP/BLK,,Earbud,"18,22",true,false,Closed,Black
Sony MDRE9LP/WHI,,Earbud,"18,22",false,false,Closed,White
Sony DRPQ7IP/VLT,,In Ear,,true,false,Closed,Black / Purple
Sony MDREX100APL,,In Ear,"5,24",false,false,Closed,Black / Blue
Cyber Acoustics AC-744,,Supra-aural,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics ACM-940,24.95,Circumaural,"20,20",false,false,Closed,Black
Panasonic RP-DJS400-Z,,Supra-aural,"10,27",false,false,Closed,White / Pink
Shure SE215CLR,,In Ear,,false,false,Closed,Translucent Black
Razer Kraken,,Circumaural,"20,20",true,false,Closed,Black / Green
SteelSeries 5H v2,,Circumaural,"16,28",true,false,Semi-open,Black
Gear Head BT9850M,,Supra-aural,,true,true,Closed,Black / Silver
Lenovo P950,,Circumaural,"125,20",true,false,Closed,Black
Shure SE315-CL,199,In Ear,"22,18.5",false,false,Closed,Transparent
Rosewill RHM-6308,,Circumaural,"10,25",true,false,Closed,Black / Silver
Panasonic RP-DJS400-G,,Supra-aural,"10,27",false,false,Closed,Green / White
Pioneer SE-MJ721I-T,65.48,Supra-aural,"6,28",false,false,Closed,Brown
Pyle Audio PHPDJ2,,Supra-aural,"20,22",false,false,Closed,Black / Silver
Sennheiser Momentum Pink,,Supra-aural,"16,22",false,false,Closed,Pink
Skullcandy S6AVFM-157,,Circumaural,,true,false,Closed,Brown
Skullcandy S6HSDY-210,,Circumaural,"20,22",true,false,Closed,Purple / Black
Skullcandy SLYR,,Circumaural,,true,false,Closed,Black / Blue
Koss PRODJ100,,Circumaural,,false,false,Closed,Black / Silver
Philips SHQ1200/28,16.98,Earbud,"30,20",true,false,Closed,Orange
Zalman ZM-RS6F,,Circumaural,"50,20",false,false,Closed,Black / Silver
Philips 609585114050,,Earbud,,false,false,Closed,White
Philips SHE2648/27,,Earbud,"12,22",false,false,Closed,Pink / White
RCA HP5043,19.98,Supra-aural,"20,20",false,false,Semi-open,Black / Silver
Gigabyte GP-H11,,In Ear,"150,20",false,false,Closed,White
I/O Magic NE9782,,Supra-aural,,false,false,Closed,Black
Audio-Technica ATH-A900X,,Circumaural,"5,40",false,false,Closed,Black
Beyerdynamic DT440,,Circumaural,"10,35",false,false,Open,Black / Silver
Logitech Ultimate Ears 4000,146.5,Supra-aural,"20,20",false,false,Closed,Black / White
Plantronics Blackwire C720,,Supra-aural,,true,false,Closed,Black / Silver
ROCCAT Kave,,Circumaural,,true,false,Closed,Black
Razer Hammerhead,,In Ear,"20,20",false,false,Closed,Black / Green
Syba GamesterGear PC200,,Circumaural,"20,20",true,false,Closed,Black / Red
Shure SE215,,Earbud,"22,17.5",false,false,Closed,Black
Shure SRH1840,,Circumaural,"10,30",false,false,Open,Black / Silver
Skullcandy PLYR 1,,Circumaural,"20,20",true,true,Closed,Black
Shure SE535,,Earbud,,false,false,Closed,Clear
Corsair Vengeance 2100,,Circumaural,"20,20",true,true,Closed,Black / Blue
Creative Labs Sound Blaster Tactic3D Fury,,Circumaural,"20,20",true,false,Closed,Black / Red
Philips SHO7205/WT,,Supra-aural,"12,24",false,false,Closed,White / Blue
SteelSeries Siberia V2,,Circumaural,"18,28",true,false,Closed,Camo
Biostar iDEQ N10,,Circumaural,"20,20",true,false,Closed,Black / Red
SteelSeries Siberia Elite,,Circumaural,"16,28",true,false,Closed,Orange / White
SteelSeries H,,Circumaural,"20,20",true,true,Closed,Black / Orange
Plantronics GameCom 780,,Circumaural,,true,false,Closed,Black / Red
GAMDIAS HEPHAESTUS,,Circumaural,"20,20",true,false,Closed,White / Gray
Adesso Xtream H3W,,Circumaural,"100,20",false,true,Closed,Black / White
Philips SHO9207,,Circumaural,"12,24",false,false,Closed,Black / Red
Sennheiser HD 8 DJ,,Circumaural,"8,30",false,false,Closed,Black / Blue
Razer Chimaera,,Circumaural,"20,20",true,true,Closed,Black / Green
Audio-Technica ATH-CHX5ISRD,,Earbud,"20,22",true,false,Closed,Red
Bose 715593-0070,,In Ear,,false,false,Closed,Black / Clear
Adesso Xtream H2B,,Supra-aural,"140,20",false,true,Closed,Black / Red
ROCCAT SYVA,,Earbud,"20,20",true,false,Closed,Black / Blue
SteelSeries Sims 4,,Supra-aural,"20,20",true,false,Closed,White
SteelSeries Siberia v3,,Circumaural,"20,20",true,false,Closed,Black
Syba SHELL210,,Circumaural,"20,20",true,false,Closed,Black / Gold
Thermaltake Level 10 M,54.98,Circumaural,"10,22",true,false,Closed,Black / Red
Thermaltake SHOCK,,Circumaural,"20,20",true,false,Closed,Black / Yellow
Turtle Beach Ear Force XP Seven,,Circumaural,,true,false,Closed,Black / White
Turtle Beach X12,,Circumaural,,true,false,Closed,Black / Green
Astro A50,,Circumaural,"20,21",true,true,Closed,Black / Blue
Corsair Gaming H2100,,Circumaural,"20,20",true,true,Closed,Black / Yellow
Creative Labs EVO Zx,,Supra-aural,"20,20",true,true,Closed,Black / Red
Logitech H111,21.38,Supra-aural,"20,20",true,false,Closed,Black
Panasonic RP-DJS150M-W,34.99,Supra-aural,,true,false,Closed,White
Razer Kraken Pro 2015,,Circumaural,"20,20",true,false,Closed,Black / Green
Thermaltake ISURUS PRO,34.98,In Ear,"20,20",true,false,Closed,Black / Red
Turtle Beach TBS232001,,Circumaural,"20,20",true,false,Semi-open,Black / Green
SteelSeries Siberia 150,,Circumaural,,true,false,Closed,Black / Orange
JVC HA-RX300,,Circumaural,"12,22",false,false,Closed,Black
Sentey GS-4731,,Circumaural,"20,20",true,false,Open,Black / White
Corsair VOID,,Circumaural,"20,20",true,false,Closed,Black / Red
HP HyperX Cloud Revolver,,Circumaural,"12,28",true,false,Closed,Black / Red
Logitech G231 PRODIGY,,Circumaural,"20,20",true,false,Closed,Black / Orange
Plantronics RIG 600,,Circumaural,"20,20",true,false,Closed,Black / Gold
Creative Labs Sound BlasterX H3,,Circumaural,"20,20",true,false,Closed,Black / Red
SteelSeries Siberia 200,,Circumaural,"10,28",true,false,Closed,Black / Purple
Turtle Beach P11,,Circumaural,"20,20",true,false,Closed,Black / Red
Turtle Beach XP510,,Circumaural,"20,20",true,true,Closed,Black / Green
Sennheiser M2 AEBT Black,,Circumaural,"16,22",true,true,Closed,Black / Silver
Sennheiser GSP 350,,Circumaural,"15,26",true,false,Closed,Black / Red
Sennheiser GSP 301,,Circumaural,"15,26",true,false,Closed,Black / White
Monoprice Monolith M1060,199.99,Circumaural,"10,50",false,false,Open,Black / Brown
Monoprice Monolith M565,,Circumaural,"10,45",false,false,Open,Black / Brown
Panasonic RP-HJE125-K,,Earbud,,false,false,Closed,Red
Panasonic RP-HJE125-Y,9.99,Earbud,,false,false,Closed,Yellow
Audio-Technica ATH-WS1100IS,,Circumaural,"5,40",true,false,Semi-open,
Logitech G933 Artemis Spectrum Snow,,Circumaural,"20,20",true,true,Closed,White / Blue
Corsair HS70 SE,,Circumaural,,true,true,Closed,Black / Beige
Razer Electra V2,,Circumaural,"20,20",true,false,Closed,Black / Green
Logitech G433 (Red),,Circumaural,"20,20",true,false,Open,Red
Logitech G433 (Blue),,Circumaural,"20,20",true,false,Open,Blue
Corsair HS60,,Circumaural,"20,20",true,false,Closed,Black / White
SHARKOON SKILLER SGH1,,Circumaural,"20,20",true,false,Closed,Black / Blue
Audeze Mobius,,Circumaural,"10,50",true,true,Closed,Brown / Black
LucidSound LS31,,Circumaural,"20,20",true,true,Closed,Gray
Adesso Xtream G2,37.01,Circumaural,"20,20",true,false,Closed,Black / Silver
Avermedia SonicWave 7.1 GH337,,Circumaural,"20,20",true,false,Closed,Black / Red
Cougar PHONTUM ESSENTIAL,,Circumaural,"20,20",true,false,Closed,Black
Creative Labs SUPER X-FI AIR,,Circumaural,"20,20",true,true,Closed,White / Black
Corsair HS45 SURROUND,,Circumaural,"20,20",true,false,Closed,Black
Corsair HS60 PRO SURROUND,,Circumaural,"20,20",true,false,Closed,Black
Corsair HS50 PRO STEREO,,Circumaural,"20,20",true,false,Closed,Black
Cyber Acoustics ACM-6005,17.98,Supra-aural,,false,false,Closed,Black
Corsair VOID ELITE SURROUND,,Circumaural,"20,30",true,false,Closed,Black / Red
Audio-Technica SonicFuel CLR100iS,14.99,In Ear,"20,25",true,false,Closed,Blue
ROCCAT Cross Headset + Modulok Modular Headset Stand,,Circumaural,"20,20",true,false,Closed,Black
Razer Thresher Ultimate,,Circumaural,"12,28",true,true,Closed,Black / Green
ROCCAT Khan Aimo,,Circumaural,"10,40",true,false,Closed,White / Black
HP HyperX Cloud Orbit,,Circumaural,"10,50",true,false,Closed,Black / Gray
Sennheiser GSP 670,,Circumaural,"10,23",true,true,Closed,Black
Philips ActionFit,,In Ear,"20,20",false,true,Closed,
HiFiMAN TWS600,,In Ear,"20,20",false,true,Closed,Black
Plantronics B825 Voyager Focus UC Bluetooth,190.95,Supra-aural,,true,true,Closed,Black
DROP DROP + HiFiMAN HE4XX,,Circumaural,"20,35",false,false,Open,Black
DROP MASSDROP X BEYERDYNAMIC DT 177X GO,,Circumaural,"5,40",false,false,Closed,Black
Biostar iDEQ N20,17.73,Supra-aural,,false,false,Closed,Blue / Black
JBL Quantum 100,,Circumaural,"20,20",true,false,Closed,Blue
Final E1000,29.99,Earbud,,false,false,Closed,Red / Black
Final E1000,29.7,Earbud,,false,false,Closed,Black
Final E2000C,40.42,Earbud,,false,false,Closed,Black
Final E3000,41.84,Earbud,,false,false,Closed,Silver / Black
Final E3000C,42.73,Earbud,,false,false,Closed,Silver / Black
Astro Gaming A40 TR + MixAmp Pro TR,,Circumaural,"20,20",true,false,Closed,White / Gray
Skullcandy Hesh 3,79.98,Circumaural,"20,20",true,true,Closed,Red
Skullcandy Hesh 3,,Circumaural,"20,20",true,true,Closed,Green
HiFiMAN Deva,,Circumaural,"20,20",false,true,Open,Silver / Brown
HiFiMAN HE6se,,Circumaural,"8,65",false,false,Open,Black
HiFiMAN HE1000 V2,,Circumaural,"8,65",false,false,Open,Silver / Brown
HiFiMAN Jade II,,Circumaural,"7,90",false,false,Open,Black / Green
HiFiMAN RE800,99,Earbud,"5,20",false,false,Closed,Gold
Tempest GHS301 Barbarian RGB,,Circumaural,"20,20",true,false,Closed,Black
Tempest Caesar RGB,,Circumaural,,true,true,Closed,Black
Tempest Warrior RGB,,Circumaural,"20,20",true,false,Closed,Red / Black
AOC GH200,,Circumaural,"20,20",true,false,Closed,Black / Silver
Corsair HS35,,Circumaural,"20,20",true,false,Closed,Black / Red
Astro A10 COD:CW,,Circumaural,"20,20",true,true,Closed,Black / Red
MSI Immerse GH61,,Circumaural,"29,40",true,false,Closed,Black
Logitech G335,69.99,Circumaural,"20,20",true,false,Closed,Green / Purple
Sennheiser ‎‎‎HD 450BT White,,Circumaural,"18,22",true,true,Closed,White / Beige
Anker H700,,Supra-aural,,true,true,Closed,Black
HP HyperX Cloud Alpha - TimTheTatman Edition,,Circumaural,"13,27",true,false,Closed,Black / Yellow
HP HyperX Cloud Stinger - PS5/PS4,67.98,Circumaural,"18,23",true,false,Closed,Black / Blue
Razer Kaira for Xbox,,Circumaural,"20,20",true,true,Closed,White / Black
Koss Porta Pro Limited Edition,,Supra-aural,"15,25",true,false,Open,Beige / Silver
Asus TUF GAMING x Demon Slayer L.E. Nezuko Kamado,,Circumaural,,true,false,Closed,Pink / White
Corsair HS80 RGB Purple Rune,,Circumaural,"20,40",true,true,Closed,White / Purple
Razer Thresher For Xbox One,115,Circumaural,"12,28",true,true,Closed,Black / Green
Shure SRH440A,99,Circumaural,"10,22",false,false,Closed,Black
Samsung Buds2 Pro,154.99,In Ear,,true,true,Closed,Purple
ADATA XPG PRECOG S,,Circumaural,"20,20",true,false,Closed,Black
Audio-Technica ATH-102USB,36.36,Supra-aural,"20,20",true,false,Closed,Black
Beyerdynamic MMX 150,,Circumaural,"5,30",true,false,Closed,Gray
Creative Labs SXFI Gamer,,Circumaural,"20,20",true,false,Closed,Black
Sennheiser MB 660 UC MS,,Circumaural,,true,true,Closed,Black / Silver
YEYIAN Vicious 3000,,Circumaural,"20,20",true,false,Closed,Black / Red
YEYIAN Proud 3500,39.99,Circumaural,"20,20",true,false,Closed,Black
GameStop GS220,55.98,Circumaural,,true,false,Closed,Gray / Silver
GALAX HOF Maestro Gloss,,Circumaural,"20,20",true,false,Closed,Black
Apple AirPods Max (2024),543.62,Circumaural,,true,true,Closed,Orange
Apple AirPods Max (2024),543,Circumaural,,true,true,Closed,Gold
ADATA SOLOX F30+EMIX H30,222.33,Circumaural,"20,20",true,false,Closed,Black / Red
SteelSeries Siberia V2,199,Circumaural,"18,28",true,false,Closed,Black / Yellow
Audio-Technica ATH-PDG1,134.72,Circumaural,"20,20",true,false,Open,Black / Red
Corsair HS35 v2,59.99,Circumaural,,true,false,Closed,Black
SHARKOON SGH10,,Circumaural,"20,20",true,false,Open,Black
Audio-Technica ATH-CKP200BL,33.29,Earbud,"20,23",false,false,Closed,Blue / Black
A4Tech HU-111,29.99,Circumaural,"20,20",true,false,Closed,Black
1MORE EHD9001TA,39.99,In Ear,,false,true,Closed,Black / Red
HiFiMAN RE-600 V2 Songbird,199,In Ear,"15,22",false,false,Closed,Black
Audio-Technica ATH-TWX7,196,Earbud,"10,40",true,true,Closed,Gray
Sennheiser CXC 700,169.95,In Ear,"20,21",false,false,Closed,Black
Sennheiser MX685,79.98,Earbud,"18,20",false,false,Closed,Black / Silver
KRK KNS-6400,,Circumaural,"10,22",false,false,Closed,Black
Rosewill RHM-556,,Circumaural,"10,25",true,false,Closed,Black / Silver
RCA HP5042,17.17,Supra-aural,"20,20",false,false,Semi-open,Black / Gray
Koss SB45 USB,32.95,Circumaural,"18,20",true,false,Closed,Black / Silver
Sony MDRXB200/V,,Supra-aural,"5,22",false,false,Closed,White / Purple
SteelSeries 61023,54.99,Circumaural,,true,false,Closed,Black / Orange
Sennheiser PC 323D,,Circumaural,"15,23",true,false,Closed,Black / Silver
SteelSeries 9H,,Circumaural,"10,28",true,false,Closed,Black
Razer Adaro,39.99,Circumaural,"20,20",false,false,Closed,Black / Green
Sennheiser CX 2.00i Black,,Earbud,,true,false,Closed,Black / Silver
Audio-Technica ATH-AG1,,Circumaural,"5,35",true,false,Closed,Black / Gold
SteelSeries Siberia P300,,Circumaural,,true,false,Open,Black
SteelSeries Siberia X300,,Circumaural,,true,false,Open,Black
SteelSeries Siberia 650,,Circumaural,"16,28",true,false,Closed,Orange / White
Audio-Technica ATH-MSR7BK,329.98,Circumaural,"5,40",true,false,Closed,Black / Silver
Audio-Technica ATH-E50,,In Ear,"20,18",false,false,Closed,Black
Panasonic RPHJX5-S,19.98,In Ear,,false,false,Closed,Black / Silver
Etymotic Research ER4 Extended Response,199,In Ear,"20,16",false,false,Closed,
Audio-Technica Solid Bass CKS550iS,,In Ear,"5,24",true,false,Closed,Red
Plantronics EncorePro 520D Duo,44.45,Supra-aural,,true,false,Closed,Black
DROP DROP + KOSS GMR-54X-ISO,,Circumaural,"15,22",true,false,Closed,Black
Philips X3/00,138.25,Circumaural,"5,40",false,false,Open,Black
HP HyperX CloudX Flight,114.95,Circumaural,"20,20",true,true,Closed,Black / Green
AKG N700NC M2,,Circumaural,"10,20",true,true,Closed,Black
Asus TUF Gaming H7,,Circumaural,"20,20",true,false,Closed,Black / Red
Razer Thresher Gears 5 Edition,,Circumaural,"12,28",true,true,Closed,Gray / Black
EPOS H3PRO Hybrid,,Circumaural,"20,20",true,true,Closed,Green / Gold
Kensington H2000,89.99,Circumaural,"20,20",true,false,Closed,Black
Audio-Technica ATH-ANC23BK,,In Ear,"20,20",true,false,Closed,Black / Gray
Audio-Technica ATH-ANC25,,Supra-aural,,false,false,Closed,Black / Gray
Audio-Technica ATH-ANC27,,Circumaural,,false,false,Closed,Black
Audio-Technica ATH-CKF300PL,,In Ear,"18,23",false,false,Closed,Purple
Audio-Technica 42005169863,,Earbud,"16,23",false,false,Closed,Brown / Black
Thermaltake eSPORTS SHOCK Battle Edition,,Circumaural,"20,20",true,false,Closed,Black / Green
Genius Lychas HS G550,,Circumaural,"20,20",true,false,Closed,Black
Genius 31710043101,,Circumaural,"20,20",true,false,Closed,Black / Red
Genius Mordax HS G600,,Circumaural,"20,20",true,false,Closed,Black / Green
Genius GHP-400S-Blue,,Supra-aural,"20,20",false,false,Closed,White / Blue
Genius GHP-400S-Pink,,Supra-aural,"20,20",false,false,Closed,White / Pink
Razer Kraken,,Circumaural,"20,20",false,false,Closed,Green / Black
Audio-Technica ATHM50s/LE,,Circumaural,"15,28",false,false,Closed,White / Black
Audio-Technica ATH-M50S,,Circumaural,"15,28",false,false,Closed,Black / Silver
Altec Lansing 021986802631,14.95,Earbud,"20,20",false,false,Closed,Gray / White
Altec Lansing 021986802662,14.95,Earbud,"20,20",false,false,Closed,Black / Gray
Altec Lansing MZX106W,14.95,In Ear,"20,20",false,false,Closed,White / Black
Altec Lansing MZX2051S,,In Ear,"100,5",true,false,Closed,Black
Altec Lansing MZX436P,,In Ear,,false,false,Closed,Pink
Altec Lansing MZX436R,66.66,In Ear,,false,false,Closed,Pink / Black
Altec Lansing MZX736B,,In Ear,"20,20",true,false,Closed,Blue / Black
Altec Lansing MZX736W,,In Ear,"20,20",true,false,Closed,Blue / Black
Antec 761345740005,,In Ear,,false,false,Closed,Black
Antec 761345740012,,In Ear,,false,false,Closed,White / Pink
Antec 761345740029,,In Ear,,false,false,Closed,Silver
Antec 761345740036,,In Ear,,false,false,Closed,Green
Antec 761345740043,,In Ear,,false,false,Closed,Gray
ARCTIC P402,,Supra-aural,"20,20",true,false,Closed,Black / Silver
ARCTIC P402 BT,,Supra-aural,"20,20",true,true,Closed,Black / Silver
Audio-Technica ATH-A500X,,Circumaural,"5,30",false,false,Closed,Black
Audio-Technica ATH-A700X,,Circumaural,"5,35",true,false,Closed,Black / Blue
Audio-Technica ATH-AD700,,Circumaural,"5,30",false,false,Open,Purple
Audio-Technica ATH-ANC23,,In Ear,"20,20",false,false,Closed,Black / Silver
Audio-Technica ATH-ANC27X,,Circumaural,"20,20",false,false,Closed,Black
